instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
GUNTHER,9,54.0,9,0.4807620048522949,241,7,0.0,0.2512275042463408,0.42857142857142866,0.9938271604917823,53.666666666666664,4.000000000000001,0.4444444443950618,0.8281573497890315,73.61034583116847,115.28936263107116,12.809929179806803,17.40234886141335,OK,GUNTHER_run1_S9_W10_CT50.csv,GUNTHER_run1_S9_W9_results.csv,GUNTHER_run1_S9_W9_assignment.csv
HESKIA,6,138.0,8,0.826758861541748,586,10,0.0,0.1480089718616836,0.6470588235294117,0.9275362318832178,128.0,30.0,3.74999999953125,2.929687499610901,196.38581857772252,100.41101023808099,12.551376278191201,6.391182606273529,OK,HESKIA_run1_S6_W6_CT205.csv,HESKIA_run1_S6_W8_results.csv,HESKIA_run1_S6_W8_assignment.csv
TONGE70,5,552.0,7,0.8084280490875244,77,4,0.0,0.1526688139839002,0.7420634920634886,0.9083850931674667,501.42857142857144,456.8571428571422,65.26530611312528,13.015873013987632,672.9259937850472,385.48551190633503,55.069358835895095,8.183568378160178,OK,TONGE70_run1_S5_W8_CT527.csv,TONGE70_run1_S5_W7_results.csv,TONGE70_run1_S5_W7_assignment.csv
SAWYER30,9,27.0,13,1.2144420146942139,685,8,0.0,0.17472365335193982,0.7222222222222224,0.9230769230742932,24.923076923076923,23.230769230769226,1.7869822483832496,7.169990502484613,28.08323673455671,65.79094999756035,5.0608423071153466,18.02086545354553,OK,SAWYER30_run1_S9_W14_CT25.csv,SAWYER30_run1_S9_W13_results.csv,SAWYER30_run1_S9_W13_assignment.csv
KILBRID,7,56.0,10,3.266727924346924,1249,10,6.73662275466642e-05,0.14936519933424153,0.7777777777777787,0.9857142857125255,55.2,8.0,0.79999999992,1.449275362147658,69.56849703782294,147.19835601963032,14.719835600491049,21.15876614709183,OK,KILBRID_run1_S7_W9_CT62.csv,KILBRID_run1_S7_W10_results.csv,KILBRID_run1_S7_W10_assignment.csv
LUTZ3,19,83.0,21,16.151503086090088,2683,10,0.0,0.13779016475108918,0.7666666666666678,0.9432013769357755,78.28571428571429,80.57142857142857,3.8367346936948494,4.900938477284832,102.76913347152549,288.78540418977093,13.751685913143774,13.381144170900475,OK,LUTZ3_run1_S19_W24_CT75.csv,LUTZ3_run1_S19_W21_results.csv,LUTZ3_run1_S19_W21_assignment.csv
ARC83,15,3985.0,20,122.2268488407135,29028,10,0.0,0.20077163997982447,0.6800000000000007,0.9498996235884447,3785.35,2702.3,135.11499999324425,3.569418943907659,4527.702115736179,22494.441164281212,1124.7220581578244,24.840902281282315,OK,ARC83_run1_S15_W22_CT3786.csv,ARC83_run1_S15_W20_results.csv,ARC83_run1_S15_W20_assignment.csv
WARNECKE,14,86.0,19,489.05954790115356,185136,10,3.673079347292085e-05,0.14139675483974815,0.7428571428571425,0.9473684210520518,81.47368421052632,66.52631578947378,3.5013850413669685,4.297565619196115,82.56101810342604,198.17442574245382,10.4302329332644,12.6333627815392,OK,WARNECKE_run1_S14_W21_CT78.csv,WARNECKE_run1_S14_W19_results.csv,WARNECKE_run1_S14_W19_assignment.csv
MUKHERJE,18,192.0,23,5400.0013971328735,233798,10,0.26962626315319876,0.13370268343937447,0.87719298245614,0.9528985507244218,182.95652173913044,231.56521739130042,10.0680529296188,5.502975698193125,241.32516285156137,1253.6492079253626,54.50648729873287,22.58632570861823,OK,MUKHERJE_run1_S18_W25_CT176.csv,MUKHERJE_run1_S18_W23_results.csv,MUKHERJE_run1_S18_W23_assignment.csv
LUTZ2,37,13.0,40,5400.00111413002,159690,10,0.4527986983578031,0.18221635676307574,0.7037037037037035,0.932692307690514,12.125,36.749997780358015,0.9187499444859817,7.577319129156359,12.084271718607258,86.85193333190058,2.1712983332432323,17.967970131954296,OK,LUTZ2_run1_S37_W46_CT12.csv,LUTZ2_run1_S37_W40_results.csv,LUTZ2_run1_S37_W40_assignment.csv
WEE-MAG,22,50.0,32,5400.0007610321045,204193,10,0.5652665273016817,0.07028285348439284,0.9259259259259257,0.9368749999994145,46.84375,70.87499616360722,2.214843630043512,4.728151845222107,37.20853341878336,110.11060424669404,3.440956382601659,9.24776137715802,OK,WEE-MAG_run1_S22_W30_CT56.csv,WEE-MAG_run1_S22_W32_results.csv,WEE-MAG_run1_S22_W32_assignment.csv
