instance,stations,CT_reb,min_workers,runtime,nodecount,solcount,mipgap,objval,MSF,eff_givenCT,Tavg,fairT,MAD_T,MADpct_T,Eavg,fairE,MAD_E,MADpct_E,status,input_file,output_results,output_assignment
GUNTHER,9,54.0,9,0.52406907081604,307,5,0.0,0.04463991806822888,1.0,0.9938271604917823,53.666666666666664,4.0,0.4444444443950617,0.8281573497890314,73.61034583116847,83.2682965761093,9.252032951873028,12.56893015143232,OK,GUNTHER_run1_S9_W10_CT50.csv,GUNTHER_run1_S9_W9_results.csv,GUNTHER_run1_S9_W9_assignment.csv
TONGE70,5,552.0,7,0.26738595962524414,21,3,0.0,0.1106078532356527,0.857142857142857,0.9083850931674667,501.42857142857144,456.8571428571422,65.26530611312528,13.015873013987632,672.9259937850472,333.1825946451721,47.59751351393923,7.073216661782361,OK,TONGE70_run1_S5_W8_CT527.csv,TONGE70_run1_S5_W7_results.csv,TONGE70_run1_S5_W7_assignment.csv
SAWYER30,9,27.0,13,1.235201120376587,645,4,0.0,0.18865734872055356,0.6666666666666666,0.9230769230742932,24.923076923076923,23.230769230768754,1.7869822483832132,7.169990502484467,28.08323673455671,60.769439715257924,4.674572285429488,16.64541850872526,OK,SAWYER30_run1_S9_W14_CT25.csv,SAWYER30_run1_S9_W13_results.csv,SAWYER30_run1_S9_W13_assignment.csv
KILBRID,7,56.0,10,2.3426458835601807,1611,10,0.0,0.13301364028540497,0.7777777777777779,0.9857142857125255,55.2,9.6,0.959999999904,1.7391304345771896,69.56849703782294,111.08408305806041,11.108408304695201,15.967584147313282,OK,KILBRID_run1_S7_W9_CT62.csv,KILBRID_run1_S7_W10_results.csv,KILBRID_run1_S7_W10_assignment.csv
HESKIA,6,138.0,8,4.768714904785156,8689,10,0.0,0.12488066039167056,0.6666666666666666,0.9275362318832178,128.0,22.0,2.74999999965625,2.148437499714661,196.38581857772252,33.591576844778466,4.19894710507244,2.1381111607044403,OK,HESKIA_run1_S6_W6_CT205.csv,HESKIA_run1_S6_W8_results.csv,HESKIA_run1_S6_W8_assignment.csv
LUTZ3,19,83.0,21,13.574132919311523,6074,10,0.0,0.08984245841967764,0.888888888888889,0.9432013769357755,78.28571428571429,69.71428571428571,3.31972789099838,4.240528327863471,102.76913347152549,255.56734929153464,12.169873775207845,11.841954256100996,OK,LUTZ3_run1_S19_W24_CT75.csv,LUTZ3_run1_S19_W21_results.csv,LUTZ3_run1_S19_W21_assignment.csv
ARC83,15,3985.0,20,19.233144998550415,4556,10,7.865312951377401e-05,0.09029915043539787,1.0,0.9498996235884447,3785.35,2539.6,126.97999999365099,3.3545114716900013,4527.702115736179,21645.400725715645,1082.2700362316687,23.903295944977568,OK,ARC83_run1_S15_W22_CT3786.csv,ARC83_run1_S15_W20_results.csv,ARC83_run1_S15_W20_assignment.csv
MUKHERJE,18,192.0,23,32.84544801712036,5346,10,0.0,0.07933185657494002,0.9999999999999996,0.9528985507244218,182.95652173913044,207.47826086955925,9.020793950458193,4.930567035632234,241.32516285156137,1060.2095331113424,46.09606665501071,19.10122678884228,OK,MUKHERJE_run1_S18_W25_CT176.csv,MUKHERJE_run1_S18_W23_results.csv,MUKHERJE_run1_S18_W23_assignment.csv
WARNECKE,14,86.0,19,235.62243795394897,135127,10,9.907499953938615e-05,0.0435906213680958,1.0000000000000002,0.9473684210520518,81.47368421052632,85.68421052631592,4.50969529062138,5.535155718394996,82.56101810342604,122.87865008480918,6.4672973725443095,7.833354676373112,OK,WARNECKE_run1_S14_W21_CT78.csv,WARNECKE_run1_S14_W19_results.csv,WARNECKE_run1_S14_W19_assignment.csv
LUTZ2,37,13.0,41,5400.001342058182,271860,10,0.4717341624176902,0.07256418976354174,1.0,0.9099437148200564,11.829268292682928,34.92682859988571,0.851873868269118,7.201407957954899,11.78953338400708,73.5515531238711,1.7939403200506627,15.216381017522224,OK,LUTZ2_run1_S37_W46_CT12.csv,LUTZ2_run1_S37_W41_results.csv,LUTZ2_run1_S37_W41_assignment.csv
WEE-MAG,22,50.0,32,5400.000389099121,253203,10,0.9013896336516533,0.035445940616519456,0.9999999999999999,0.9368749999994145,46.84375,49.1875,1.5371093749519655,3.281354235984848,37.20853341878336,90.00968598440787,2.812802686924846,7.5595634345247005,OK,WEE-MAG_run1_S22_W30_CT56.csv,WEE-MAG_run1_S22_W32_results.csv,WEE-MAG_run1_S22_W32_assignment.csv
